Date,Region,New_Tests,Total_Tests,Positivity,Turn_Around
2021-02-26,BC,8558,1929736,6.54,19.9
2021-02-26,Fraser,3664,825997,7.95,19
2021-02-26,Interior,825,196951,4.34,18.2
2021-02-26,Northern,540,64082,11.41,39.8
2021-02-26,Unknown,409,41216,0,30.9
2021-02-26,Vancouver Coastal,1999,593545,5.92,18.6
2021-02-26,Vancouver Island,1121,207945,3.76,12.7
2021-02-27,BC,8537,1938273,6.45,20.3
2021-02-27,Fraser,4116,830113,7.92,20.4
2021-02-27,Interior,749,197700,4.32,20.3
2021-02-27,Northern,309,64391,11.67,32.8
2021-02-27,Unknown,339,41555,0,26.6
2021-02-27,Vancouver Coastal,2289,595834,5.65,19.5
2021-02-27,Vancouver Island,735,208680,3.73,13.8
2021-02-28,BC,6621,1944894,6.37,18.6
2021-02-28,Fraser,3208,833321,7.82,18.9
2021-02-28,Interior,558,198258,4.23,15.1
2021-02-28,Northern,243,64634,11.53,33.6
2021-02-28,Unknown,223,41778,0,27.2
2021-02-28,Vancouver Coastal,1656,597490,5.71,18.5
2021-02-28,Vancouver Island,733,209413,3.67,12.6
2021-03-01,BC,7273,1952167,6.27,16.9
2021-03-01,Fraser,3297,836618,7.69,18.8
2021-03-01,Interior,766,199024,3.8,13.3
2021-03-01,Northern,206,64840,10.62,24
2021-03-01,Unknown,317,42095,0,20.7
2021-03-01,Vancouver Coastal,1862,599352,5.9,16.2
2021-03-01,Vancouver Island,825,210238,3.37,11.1
2021-03-02,BC,9266,1961433,6.4,18.3
2021-03-02,Fraser,4251,840869,7.87,20.2
2021-03-02,Interior,858,199882,4.08,14.4
2021-03-02,Northern,271,65111,11.31,25.6
2021-03-02,Unknown,286,42381,0,24.1
2021-03-02,Vancouver Coastal,2462,601814,6.02,18.2
2021-03-02,Vancouver Island,1138,211376,3.21,11.5
2021-03-03,BC,8820,1970253,6.48,19.4
2021-03-03,Fraser,4088,844957,7.94,20.5
2021-03-03,Interior,513,200395,4.24,14
2021-03-03,Northern,402,65513,10.82,33.5
2021-03-03,Unknown,340,42721,0,21.1
2021-03-03,Vancouver Coastal,2454,604268,6.2,19.6
2021-03-03,Vancouver Island,1023,212399,3.12,11.3
2021-03-04,BC,10072,1980325,6.64,18.5
2021-03-04,Fraser,4607,849564,7.92,19.2
2021-03-04,Interior,797,201192,4.05,16.7
2021-03-04,Northern,392,65905,11.81,33.5
2021-03-04,Unknown,403,43124,0,20.1
2021-03-04,Vancouver Coastal,2845,607113,6.71,18.2
2021-03-04,Vancouver Island,1028,213427,3.06,11.6
2021-03-05,BC,9720,1990045,6.64,18.7
2021-03-05,Fraser,4379,853943,7.81,18.4
2021-03-05,Interior,830,202022,4.12,15.8
2021-03-05,Northern,423,66328,12.56,32
2021-03-05,Unknown,606,43730,0,22.2
2021-03-05,Vancouver Coastal,2542,609655,6.7,19.4
2021-03-05,Vancouver Island,940,214367,3.05,12.4
2021-03-06,BC,9284,1999329,6.6,18.9
2021-03-06,Fraser,3996,857939,7.74,18.7
2021-03-06,Interior,777,202799,4.28,16.1
2021-03-06,Northern,296,66624,12.45,32.5
2021-03-06,Unknown,361,44091,0,27.2
2021-03-06,Vancouver Coastal,2865,612520,6.71,20.4
2021-03-06,Vancouver Island,989,215356,2.94,10.6
2021-03-07,BC,6035,2005364,6.56,17.2
2021-03-07,Fraser,2826,860765,7.75,17
2021-03-07,Interior,609,203408,4.16,14.9
2021-03-07,Northern,185,66809,12,31
2021-03-07,Unknown,213,44304,0,25.1
2021-03-07,Vancouver Coastal,1582,614102,6.69,17.9
2021-03-07,Vancouver Island,620,215976,2.83,12.3
2021-03-08,BC,7323,2012687,6.62,16.7
2021-03-08,Fraser,3513,864278,7.74,16.7
2021-03-08,Interior,762,204170,4.43,13.7
2021-03-08,Northern,230,67039,13.32,30.8
2021-03-08,Unknown,271,44575,0,22.6
2021-03-08,Vancouver Coastal,2003,616105,6.57,17
2021-03-08,Vancouver Island,544,216520,2.79,10.9
2021-03-09,BC,9391,2022078,6.59,17.8
2021-03-09,Fraser,4028,868306,7.81,18.2
2021-03-09,Interior,954,205124,4.31,15.1
2021-03-09,Northern,383,67422,12.03,36
2021-03-09,Unknown,511,45086,0,14.3
2021-03-09,Vancouver Coastal,2727,618832,6.49,18.4
2021-03-09,Vancouver Island,788,217308,2.9,9.8
2021-03-10,BC,9374,2031452,6.59,17.9
2021-03-10,Fraser,4346,872652,7.8,17.9
2021-03-10,Interior,965,206089,3.99,15.5
2021-03-10,Northern,390,67812,13.09,32.1
2021-03-10,Unknown,508,45594,0,17.6
2021-03-10,Vancouver Coastal,2104,620936,6.38,19.3
2021-03-10,Vancouver Island,1061,218369,3.63,12.1
2021-03-11,BC,9688,2041140,6.53,18.2
2021-03-11,Fraser,4425,877077,7.83,18.4
2021-03-11,Interior,893,206982,4.04,15.6
2021-03-11,Northern,357,68169,13.12,33.3
2021-03-11,Unknown,446,46040,0,23.1
2021-03-11,Vancouver Coastal,2595,623531,5.83,18
2021-03-11,Vancouver Island,972,219341,4.41,12.6
2021-03-12,BC,9052,2050192,6.63,18
2021-03-12,Fraser,4109,881186,7.86,18.9
2021-03-12,Interior,781,207763,4.04,16.2
2021-03-12,Northern,361,68530,12.81,30.8
2021-03-12,Unknown,718,46758,0,14.2
2021-03-12,Vancouver Coastal,2220,625751,5.94,17.9
2021-03-12,Vancouver Island,863,220204,5.26,13.2
2021-03-13,BC,7819,2058011,6.76,19.8
2021-03-13,Fraser,3950,885136,8.02,18.4
2021-03-13,Interior,602,208365,4.02,20.4
2021-03-13,Northern,217,68747,12.86,26.9
2021-03-13,Unknown,340,47098,0,28
2021-03-13,Vancouver Coastal,2620,628371,5.97,19.8
2021-03-13,Vancouver Island,90,220294,5.61,26.4
2021-03-14,BC,7517,2065528,6.89,19.9
2021-03-14,Fraser,3222,888358,8.01,16.9
2021-03-14,Interior,584,208949,4.08,21.1
2021-03-14,Northern,331,69078,14.63,39.1
2021-03-14,Unknown,334,47432,0,23
2021-03-14,Vancouver Coastal,1750,630121,6.02,18.7
2021-03-14,Vancouver Island,1296,221590,6.15,22.6
2021-03-15,BC,7588,2073116,6.87,16.9
2021-03-15,Fraser,3016,891374,8.14,17.6
2021-03-15,Interior,532,209481,3.95,16.8
2021-03-15,Northern,215,69293,13.53,27.1
2021-03-15,Unknown,658,48090,0,12.5
2021-03-15,Vancouver Coastal,2426,632547,5.94,17.9
2021-03-15,Vancouver Island,741,222331,6.57,12.4
2021-03-16,BC,8854,2081970,6.88,18.6
2021-03-16,Fraser,4031,895405,8.14,19.3
2021-03-16,Interior,766,210247,3.85,21.2
2021-03-16,Northern,324,69617,14.31,27
2021-03-16,Unknown,463,48553,0,14.1
2021-03-16,Vancouver Coastal,2505,635052,5.94,18.8
2021-03-16,Vancouver Island,765,223096,6.53,10.9
2021-03-17,BC,8875,2090845,7.02,18.1
2021-03-17,Fraser,3863,899268,8.31,18.8
2021-03-17,Interior,1005,211252,4.03,18.4
2021-03-17,Northern,323,69940,14.38,31.6
2021-03-17,Unknown,552,49105,0,13.2
2021-03-17,Vancouver Coastal,2242,637294,6.11,18.4
2021-03-17,Vancouver Island,890,223986,6.5,11.9
2021-03-18,BC,9889,2100734,7.21,18.2
2021-03-18,Fraser,4650,903918,8.52,18.3
2021-03-18,Interior,742,211994,3.93,15.7
2021-03-18,Northern,515,70455,15.66,31.3
2021-03-18,Unknown,554,49659,0,18.9
2021-03-18,Vancouver Coastal,2483,639777,6.3,18
2021-03-18,Vancouver Island,945,224931,6.3,12.9
2021-03-19,BC,7659,2108393,7.39,18.6
2021-03-19,Fraser,3472,907390,8.72,16.5
2021-03-19,Interior,373,212367,3.74,26.9
2021-03-19,Northern,546,71001,16.07,30.3
2021-03-19,Unknown,241,49900,0,26.9
2021-03-19,Vancouver Coastal,2183,641960,6.48,18.5
2021-03-19,Vancouver Island,844,225775,5.73,13.4
2021-03-20,BC,8471,2116864,7.57,19.3
2021-03-20,Fraser,4235,911625,8.85,17.8
2021-03-20,Interior,657,213024,3.73,18.1
2021-03-20,Northern,370,71371,16.69,34.1
2021-03-20,Unknown,349,50249,0,29.2
2021-03-20,Vancouver Coastal,2187,644147,6.74,20.5
2021-03-20,Vancouver Island,673,226448,5.61,13.2
2021-03-21,BC,6927,2123791,7.79,16.6
2021-03-21,Fraser,3341,914966,9.25,16.3
2021-03-21,Interior,449,213473,4.05,15
2021-03-21,Northern,256,71627,15.81,30.5
2021-03-21,Unknown,371,50620,0,10.5
2021-03-21,Vancouver Coastal,1772,645919,6.99,18
2021-03-21,Vancouver Island,738,227186,5.27,13.9
2021-03-22,BC,6619,2130410,8,15.8
2021-03-22,Fraser,2903,917869,9.37,16.8
2021-03-22,Interior,142,213615,4.21,16.3
2021-03-22,Northern,185,71812,15.92,22.1
2021-03-22,Unknown,675,51295,0,10.8
2021-03-22,Vancouver Coastal,2029,647948,7.58,17.2
2021-03-22,Vancouver Island,685,227871,4.89,10.4
2021-03-23,BC,8738,2139148,8.38,17.1
2021-03-23,Fraser,3884,921753,9.77,18
2021-03-23,Interior,628,214243,4.53,14.3
2021-03-23,Northern,301,72113,16.23,29.3
2021-03-23,Unknown,584,51879,0,12.7
2021-03-23,Vancouver Coastal,2514,650462,8.14,17.4
2021-03-23,Vancouver Island,827,228698,4.93,12.6
2021-03-24,BC,8904,2148052,8.64,17.2
2021-03-24,Fraser,3729,925482,10.04,18.5
2021-03-24,Interior,926,215169,5.03,16
2021-03-24,Northern,345,72458,16.64,29.3
2021-03-24,Unknown,567,52446,0,13.7
2021-03-24,Vancouver Coastal,2541,653003,8.62,16.7
2021-03-24,Vancouver Island,796,229494,4.56,11.5
2021-03-25,BC,9357,2157409,9.08,18.8
2021-03-25,Fraser,4245,929727,10.47,18.8
2021-03-25,Interior,633,215802,5.59,15.2
2021-03-25,Northern,379,72837,16.46,32.1
2021-03-25,Unknown,541,52987,0,22.1
2021-03-25,Vancouver Coastal,2652,655655,9.38,18.8
2021-03-25,Vancouver Island,907,230401,4.55,13.7
2021-03-26,BC,9716,2167125,9.24,18.4
2021-03-26,Fraser,4055,933782,10.75,17.6
2021-03-26,Interior,1073,216875,6.08,20.6
2021-03-26,Northern,395,73232,15.82,28.8
2021-03-26,Unknown,620,53607,0,17.1
2021-03-26,Vancouver Coastal,2583,658238,9.76,19
2021-03-26,Vancouver Island,990,231391,4.77,13.9
2021-03-27,BC,9210,2176335,9.43,19.4
2021-03-27,Fraser,4116,937898,11.04,18.7
2021-03-27,Interior,954,217829,6.01,22.7
2021-03-27,Northern,274,73506,14.99,26
2021-03-27,Unknown,403,54010,0,20.1
2021-03-27,Vancouver Coastal,2674,660912,10.22,20.2
2021-03-27,Vancouver Island,789,232180,4.75,13.2
2021-03-28,BC,7391,2183726,9.64,17.9
2021-03-28,Fraser,3256,941154,11.18,17.4
2021-03-28,Interior,667,218496,6.19,14.7
2021-03-28,Northern,265,73771,15.44,27.5
2021-03-28,Unknown,225,54235,0,18.7
2021-03-28,Vancouver Coastal,2133,663045,10.46,19.5
2021-03-28,Vancouver Island,845,233025,5,14.9
2021-03-29,BC,7873,2191599,9.81,17
2021-03-29,Fraser,3236,944390,11.38,17.8
2021-03-29,Interior,824,219320,6.4,14.4
2021-03-29,Northern,168,73939,15.89,23.1
2021-03-29,Unknown,289,54524,0,21.8
2021-03-29,Vancouver Coastal,2421,665466,10.58,17.9
2021-03-29,Vancouver Island,935,233960,5.16,11.9
2021-03-30,BC,11032,2202631,9.96,18.3
2021-03-30,Fraser,4498,948888,11.41,18.9
2021-03-30,Interior,926,220246,6.6,15.8
2021-03-30,Northern,323,74262,16.24,21.5
2021-03-30,Unknown,333,54857,0,23.5
2021-03-30,Vancouver Coastal,3780,669246,10.73,18.3
2021-03-30,Vancouver Island,1172,235132,5.33,15.6
2021-03-31,BC,10190,2212821,9.87,17.7
2021-03-31,Fraser,4131,953019,11.36,19.8
2021-03-31,Interior,1161,221407,6.35,17.7
2021-03-31,Northern,282,74544,15.77,27.5
2021-03-31,Unknown,400,55257,0,13
2021-03-31,Vancouver Coastal,2949,672195,10.73,17.4
2021-03-31,Vancouver Island,1267,236399,5.16,10.8
2021-04-01,BC,11770,2224591,9.68,19.4
2021-04-01,Fraser,4597,957616,11.16,20.6
2021-04-01,Interior,1483,222890,6.22,20.4
2021-04-01,Northern,363,74907,15.41,28.7
2021-04-01,Unknown,684,55941,0,18.5
2021-04-01,Vancouver Coastal,3505,675700,10.55,19.1
2021-04-01,Vancouver Island,1138,237537,5.27,11.7
2021-04-02,BC,11099,2235690,9.89,18.5
2021-04-02,Fraser,4589,962205,11.5,18.2
2021-04-02,Interior,1391,224281,6.08,20.7
2021-04-02,Northern,239,75146,16.3,29.2
2021-04-02,Unknown,561,56502,0,15.9
2021-04-02,Vancouver Coastal,3250,678950,10.65,19.2
2021-04-02,Vancouver Island,1069,238606,5.35,13.6
2021-04-03,BC,8958,2244648,10.29,18.7
2021-04-03,Fraser,4037,966242,11.87,18.6
2021-04-03,Interior,927,225208,6.46,19.4
2021-04-03,Northern,277,75423,17.58,36.5
2021-04-03,Unknown,426,56928,0,20
2021-04-03,Vancouver Coastal,2411,681361,11.02,18
2021-04-03,Vancouver Island,880,239486,5.68,14.5
2021-04-04,BC,8199,2252847,10.37,16.9
2021-04-04,Fraser,3735,969977,11.86,17.1
2021-04-04,Interior,815,226023,6.5,15.6
2021-04-04,Northern,204,75627,18,27.7
2021-04-04,Unknown,298,57226,0,9.7
2021-04-04,Vancouver Coastal,2286,683647,11.19,18.3
2021-04-04,Vancouver Island,861,240347,5.6,13.7
2021-04-05,BC,8367,2261214,10.51,16.7
2021-04-05,Fraser,3295,973272,12.05,18.1
2021-04-05,Interior,921,226944,6.83,16.7
2021-04-05,Northern,226,75853,17.76,22.9
2021-04-05,Unknown,413,57639,0,16
2021-04-05,Vancouver Coastal,2601,686248,11.24,15.9
2021-04-05,Vancouver Island,911,241258,5.71,12.7
2021-04-06,BC,11379,2272593,10.48,17.9
2021-04-06,Fraser,4727,977999,11.97,19.6
2021-04-06,Interior,1246,228190,6.97,17.4
2021-04-06,Northern,213,76066,17.85,24.5
2021-04-06,Unknown,576,58215,0,14.6
2021-04-06,Vancouver Coastal,3305,689553,11.38,18.3
2021-04-06,Vancouver Island,1312,242570,5.77,11.5
2021-04-07,BC,12521,2285114,10.79,18.7
2021-04-07,Fraser,5193,983192,12.4,21
2021-04-07,Interior,1303,229493,7.47,18.7
2021-04-07,Northern,368,76434,17.25,18.1
2021-04-07,Unknown,417,58632,0,15.3
2021-04-07,Vancouver Coastal,3898,693451,11.52,18.4
2021-04-07,Vancouver Island,1342,243912,5.94,11.7
2021-04-08,BC,13156,2298270,10.8,19.2
2021-04-08,Fraser,5861,989053,12.38,21.4
2021-04-08,Interior,1549,231042,7.68,19.5
2021-04-08,Northern,380,76814,16.94,27.2
2021-04-08,Unknown,538,59170,0,16.7
2021-04-08,Vancouver Coastal,3487,696938,11.62,17.6
2021-04-08,Vancouver Island,1341,245253,5.46,11.9
2021-04-09,BC,12930,2311200,10.76,19.4
2021-04-09,Fraser,5784,994837,12.44,21.1
2021-04-09,Interior,1120,232162,8.3,19
2021-04-09,Northern,512,77326,15.69,26.4
2021-04-09,Unknown,641,59811,0,18.7
2021-04-09,Vancouver Coastal,3186,700124,11.45,19.3
2021-04-09,Vancouver Island,1687,246940,5.15,12.4
2021-04-10,BC,11805,2323005,10.41,19.9
2021-04-10,Fraser,5527,1000364,12.19,21.8
2021-04-10,Interior,1451,233613,8.44,20.9
2021-04-10,Northern,252,77578,14.43,25.1
2021-04-10,Unknown,343,60154,0,18
2021-04-10,Vancouver Coastal,3078,703202,10.83,18.4
2021-04-10,Vancouver Island,1154,248094,4.82,13.5
2021-04-11,BC,10069,2333074,10.27,19.8
2021-04-11,Fraser,4973,1005337,12.21,21.6
2021-04-11,Interior,1175,234788,8.41,19.5
2021-04-11,Northern,299,77877,13.73,30.9
2021-04-11,Unknown,349,60503,0,14.5
2021-04-11,Vancouver Coastal,2114,705316,10.56,17.7
2021-04-11,Vancouver Island,1159,249253,4.73,14.4
2021-04-12,BC,9269,2342343,10.18,18.7
2021-04-12,Fraser,4414,1009751,12.05,22.3
2021-04-12,Interior,868,235656,8.36,17.7
2021-04-12,Northern,172,78049,13.75,17.1
2021-04-12,Unknown,401,60904,0,10.5
2021-04-12,Vancouver Coastal,2291,707607,10.54,16.8
2021-04-12,Vancouver Island,1123,250376,4.54,12.5
2021-04-13,BC,12856,2355199,9.95,19.5
2021-04-13,Fraser,5549,1015300,11.97,22.7
2021-04-13,Interior,1680,237336,7.81,19.1
2021-04-13,Northern,311,78360,13.73,22.5
2021-04-13,Unknown,457,61361,0,14.1
2021-04-13,Vancouver Coastal,3543,711150,10.1,18.2
2021-04-13,Vancouver Island,1316,251692,4.42,11.4
2021-04-14,BC,13234,2368433,9.7,20.4
2021-04-14,Fraser,6278,1021578,11.75,23.9
2021-04-14,Interior,1518,238854,7.56,18.6
2021-04-14,Northern,442,78802,13.26,27.7
2021-04-14,Unknown,399,61760,0,10.1
2021-04-14,Vancouver Coastal,3307,714457,9.74,18.5
2021-04-14,Vancouver Island,1290,252982,4.11,11.1
2021-04-15,BC,11956,2380389,9.52,19.5
2021-04-15,Fraser,5476,1027054,11.67,22.3
2021-04-15,Interior,1281,240135,7.59,17.2
2021-04-15,Northern,377,79179,11.92,25.3
2021-04-15,Unknown,492,62252,0,18.4
2021-04-15,Vancouver Coastal,3041,717498,9.36,18.1
2021-04-15,Vancouver Island,1289,254271,4.06,12
2021-04-16,BC,11962,2392351,9.4,18.4
2021-04-16,Fraser,6042,1033096,11.47,20.3
2021-04-16,Interior,1206,241341,7.45,19.4
2021-04-16,Northern,246,79425,11.67,16.1
2021-04-16,Unknown,327,62579,0,14.4
2021-04-16,Vancouver Coastal,3017,720515,9.3,17.3
2021-04-16,Vancouver Island,1124,255395,3.76,11.5
2021-04-17,BC,10752,2403103,9.34,19.7
2021-04-17,Fraser,5277,1038373,11.4,21.1
2021-04-17,Interior,1164,242505,7.03,17.3
2021-04-17,Northern,280,79705,11.94,37.6
2021-04-17,Unknown,301,62880,0,24.4
2021-04-17,Vancouver Coastal,2770,723285,9.31,18
2021-04-17,Vancouver Island,960,256355,3.84,12.5
2021-04-18,BC,9253,2412356,9.45,18.4
2021-04-18,Fraser,4865,1043238,11.44,18.9
2021-04-18,Interior,930,243435,6.99,18.9
2021-04-18,Northern,240,79945,12.67,41.5
2021-04-18,Unknown,431,63311,0,16.6
2021-04-18,Vancouver Coastal,2024,725309,9.57,16.7
2021-04-18,Vancouver Island,763,257118,3.81,12.5
2021-04-19,BC,8618,2420974,9.26,15.9
2021-04-19,Fraser,3914,1047152,11.3,17.6
2021-04-19,Interior,945,244380,6.53,16.2
2021-04-19,Northern,254,80199,12.28,25.1
2021-04-19,Unknown,377,63688,0,12.7
2021-04-19,Vancouver Coastal,2406,727715,9.33,14.3
2021-04-19,Vancouver Island,722,257840,3.85,10.2
2021-04-20,BC,11085,2432059,9.38,18.1
2021-04-20,Fraser,5359,1052511,11.52,19.4
2021-04-20,Interior,1240,245620,6.82,18
2021-04-20,Northern,192,80391,11.87,14.9
2021-04-20,Unknown,259,63947,0,14.4
2021-04-20,Vancouver Coastal,3111,730826,9.17,16.3
2021-04-20,Vancouver Island,924,258764,3.59,20.7
2021-04-21,BC,10865,2442924,9.38,18.2
2021-04-21,Fraser,5406,1057917,11.47,19.8
2021-04-21,Interior,1325,246945,6.79,17.5
2021-04-21,Northern,360,80751,12.26,21
2021-04-21,Unknown,234,64181,0,23.3
2021-04-21,Vancouver Coastal,2576,733402,9.14,16.7
2021-04-21,Vancouver Island,964,259728,3.71,11.4
2021-04-22,BC,11154,2454078,9.53,16.4
2021-04-22,Fraser,5190,1063107,11.84,17
2021-04-22,Interior,1273,248218,6.42,16.2
2021-04-22,Northern,286,81037,12.76,23.7
2021-04-22,Unknown,447,64628,0,20.4
2021-04-22,Vancouver Coastal,2938,736340,9.08,16.1
2021-04-22,Vancouver Island,1020,260748,3.52,10.6
2021-04-23,BC,10681,2464759,9.32,17.1
2021-04-23,Fraser,4928,1068035,11.75,18.6
2021-04-23,Interior,1156,249374,6.2,14.7
2021-04-23,Northern,401,81438,12.27,28.1
2021-04-23,Unknown,316,64944,0,21.9
2021-04-23,Vancouver Coastal,2717,739057,8.72,16.7
2021-04-23,Vancouver Island,1163,261911,3.62,9.2
2021-04-24,BC,10872,2475631,9.25,18.7
2021-04-24,Fraser,6024,1074059,11.7,19.8
2021-04-24,Interior,968,250342,6.28,16.1
2021-04-24,Northern,221,81659,12.03,25.2
2021-04-24,Unknown,296,65240,0,22.5
2021-04-24,Vancouver Coastal,2664,741721,8.32,18.2
2021-04-24,Vancouver Island,699,262610,3.57,10.8
2021-04-25,BC,8271,2483902,9.02,16.9
2021-04-25,Fraser,4256,1078315,11.5,17.2
2021-04-25,Interior,922,251264,6.27,14.2
2021-04-25,Northern,317,81976,11.96,27.9
2021-04-25,Unknown,217,65457,0,22.9
2021-04-25,Vancouver Coastal,1938,743659,7.85,16.1
2021-04-25,Vancouver Island,621,263231,3.35,12.9
2021-04-26,BC,8625,2492527,9.01,14.5
2021-04-26,Fraser,4513,1082828,11.51,16.2
2021-04-26,Interior,923,252187,6.44,13.7
2021-04-26,Northern,135,82111,11.51,12.2
2021-04-26,Unknown,75,65532,0,11.8
2021-04-26,Vancouver Coastal,2061,745720,7.65,13.5
2021-04-26,Vancouver Island,918,264149,3.2,9.4
2021-04-27,BC,11324,2503851,8.82,16.8
2021-04-27,Fraser,5594,1088422,11.23,17.2
2021-04-27,Interior,1316,253503,6.3,16.8
2021-04-27,Northern,240,82351,11.07,14.4
2021-04-27,Unknown,259,65791,0,19.1
2021-04-27,Vancouver Coastal,2903,748623,7.49,17.6
2021-04-27,Vancouver Island,1012,265161,3.33,11.8
2021-04-28,BC,10937,2514788,8.69,16.4
2021-04-28,Fraser,5370,1093792,11.3,16.7
2021-04-28,Interior,1336,254839,5.97,16.6
2021-04-28,Northern,403,82754,9.69,27.1
2021-04-28,Unknown,105,65896,0,20.7
2021-04-28,Vancouver Coastal,2655,751278,7.14,16.2
2021-04-28,Vancouver Island,1068,266229,3.17,11.3
2021-04-29,BC,10428,2525216,8.36,16.9
2021-04-29,Fraser,4599,1098391,10.87,16.9
2021-04-29,Interior,1261,256100,5.99,17.3
2021-04-29,Northern,282,83036,9.2,23
2021-04-29,Unknown,251,66147,0,26.7
2021-04-29,Vancouver Coastal,2944,754222,6.78,17.2
2021-04-29,Vancouver Island,1091,267320,3.27,11.7
2021-04-30,BC,11445,2536661,8.28,17.3
2021-04-30,Fraser,5920,1104311,10.73,17.7
2021-04-30,Interior,1142,257242,5.78,17.4
2021-04-30,Northern,219,83255,9.25,22.2
2021-04-30,Unknown,301,66448,0,22.9
2021-04-30,Vancouver Coastal,2879,757101,6.69,17.6
2021-04-30,Vancouver Island,984,268304,3.16,11.3
2021-05-01,BC,9556,2546217,8.13,17.9
2021-05-01,Fraser,5140,1109451,10.56,17.1
2021-05-01,Interior,875,258117,5.59,17.8
2021-05-01,Northern,361,83616,8.48,37.7
2021-05-01,Unknown,139,66587,0,24.1
2021-05-01,Vancouver Coastal,2318,759419,6.72,18.4
2021-05-01,Vancouver Island,723,269027,3.01,11.5
2021-05-02,BC,7462,2553679,8.07,17
2021-05-02,Fraser,3867,1113318,10.59,15.6
2021-05-02,Interior,848,258965,5.17,17.8
2021-05-02,Northern,176,83792,7.65,26.4
2021-05-02,Unknown,117,66704,0,17.6
2021-05-02,Vancouver Coastal,1846,761265,6.66,20.5
2021-05-02,Vancouver Island,608,269635,2.97,12
2021-05-03,BC,8342,2562021,7.87,13.4
2021-05-03,Fraser,3910,1117228,10.5,13.7
2021-05-03,Interior,842,259807,4.9,16.1
2021-05-03,Northern,215,84007,7.49,17.4
2021-05-03,Unknown,361,67065,0,14.8
2021-05-03,Vancouver Coastal,2277,763542,6.41,12.8
2021-05-03,Vancouver Island,737,270372,2.88,9
2021-05-04,BC,10535,2572556,7.69,15
2021-05-04,Fraser,4750,1121978,10.41,15.1
2021-05-04,Interior,1289,261096,4.74,15.8
2021-05-04,Northern,276,84283,6.99,16.8
2021-05-04,Unknown,364,67429,0,17.5
2021-05-04,Vancouver Coastal,2856,766398,6.28,15.3
2021-05-04,Vancouver Island,1000,271372,2.62,10.8
2021-05-05,BC,9431,2581987,7.59,17.2
2021-05-05,Fraser,4605,1126583,10.19,17.2
2021-05-05,Interior,1155,262251,5.09,20.6
2021-05-05,Northern,281,84564,7.68,20.9
2021-05-05,Unknown,266,67695,0,19.2
2021-05-05,Vancouver Coastal,2291,768689,6.2,17.1
2021-05-05,Vancouver Island,833,272205,2.49,11.3
2021-05-06,BC,9913,2591900,7.56,15
2021-05-06,Fraser,4938,1131521,10.18,15
2021-05-06,Interior,1096,263347,4.8,19.1
2021-05-06,Northern,288,84852,7.38,18.7
2021-05-06,Unknown,293,67988,0,16.3
2021-05-06,Vancouver Coastal,2392,771081,6.15,14
2021-05-06,Vancouver Island,906,273111,2.31,10.7
2021-05-07,BC,8823,2600723,7.5,16.2
2021-05-07,Fraser,4373,1135894,10.2,16.2
2021-05-07,Interior,1057,264404,4.71,16.1
2021-05-07,Northern,390,85242,6.79,27.2
2021-05-07,Unknown,227,68215,0,20.9
2021-05-07,Vancouver Coastal,2048,773129,6.04,15.8
2021-05-07,Vancouver Island,728,273839,2.33,11
2021-05-08,BC,8827,2609550,7.47,16.9
2021-05-08,Fraser,4594,1140488,10.12,15.9
2021-05-08,Interior,790,265194,5.02,19.4
2021-05-08,Northern,236,85478,7.41,32.2
2021-05-08,Unknown,272,68487,0,22.3
2021-05-08,Vancouver Coastal,2357,775486,5.96,17
2021-05-08,Vancouver Island,578,274417,2.32,12.2
2021-05-09,BC,6950,2616500,7.39,16.2
2021-05-09,Fraser,4104,1144592,9.97,15.9
2021-05-09,Interior,672,265866,5.16,17.8
2021-05-09,Northern,137,85615,6.86,19.8
2021-05-09,Unknown,91,68578,0,22.7
2021-05-09,Vancouver Coastal,1450,776936,5.82,16.3
2021-05-09,Vancouver Island,496,274913,2.33,13.1
2021-05-10,BC,7979,2624479,7.32,11.9
2021-05-10,Fraser,3601,1148193,9.73,12
2021-05-10,Interior,924,266790,5.48,15.8
2021-05-10,Northern,161,85776,7.41,14.8
2021-05-10,Unknown,227,68805,0,12.5
2021-05-10,Vancouver Coastal,2403,779339,5.75,10.6
2021-05-10,Vancouver Island,663,275576,2.31,9.8
2021-05-11,BC,9120,2633599,7.45,13.8
2021-05-11,Fraser,4551,1152744,9.75,14.3
2021-05-11,Interior,1082,267872,5.43,16.9
2021-05-11,Northern,108,85884,7.75,18.1
2021-05-11,Unknown,159,68964,0,10.6
2021-05-11,Vancouver Coastal,2369,781708,6.07,12.5
2021-05-11,Vancouver Island,851,276427,2.18,10.8
2021-05-12,BC,8922,2642521,7.34,14.7
2021-05-12,Fraser,4554,1157298,9.54,13.6
2021-05-12,Interior,1007,268879,5.49,16.9
2021-05-12,Northern,305,86189,7.02,42
2021-05-12,Unknown,180,69144,0,21.3
2021-05-12,Vancouver Coastal,2108,783816,6.02,13.1
2021-05-12,Vancouver Island,768,277195,2.26,10.7
2021-05-13,BC,8113,2650634,7.24,14.8
2021-05-13,Fraser,3801,1161099,9.34,13.3
2021-05-13,Interior,818,269697,5.61,18.9
2021-05-13,Northern,308,86497,7.17,26.1
2021-05-13,Unknown,282,69426,0,19.7
2021-05-13,Vancouver Coastal,2168,785984,6.04,15
2021-05-13,Vancouver Island,736,277931,2.16,10.8
2021-05-14,BC,8294,2658928,7.01,15.4
